order_id,order_date,customer_id,customer_name,segment,category,product,region,sales_channel,quantity,unit_price,discount,sales,cost,profit
ORD-10760,2024-05-06,CUST-0025,Customer 0025,Corporate,Home & Kitchen,Lamp,East,Online,2,42.27,0.1,76.09,61.47,14.62
ORD-10761,2024-12-24,CUST-0154,Customer 0154,Home Office,Home & Kitchen,Cookware Set,South,Marketplace,5,151.96,0.2,607.84,486.39,121.45
ORD-10762,2024-04-17,CUST-0168,Customer 0168,Corporate,Fashion,Jeans,West,Online,4,54.25,0.05,206.15,123.96,82.19
ORD-10763,2025-03-11,CUST-0067,Customer 0067,Home Office,Electronics,Laptop,West,Marketplace,8,737.89,0.0,5903.12,4009.71,1893.41
ORD-10764,2024-09-27,CUST-0300,Customer 0300,Corporate,Home & Kitchen,Vacuum Cleaner,West,Online,8,205.18,0.2,1313.15,924.49,388.66
ORD-10765,2025-05-11,CUST-0235,Customer 0235,Home Office,Furniture,Desk,South,Retail Store,3,220.87,0.2,530.09,389.72,140.37
ORD-10766,2024-06-09,CUST-0287,Customer 0287,Consumer,Fashion,T-Shirt,East,Marketplace,6,25.76,0.0,154.56,107.11,47.45
ORD-10767,2025-06-19,CUST-0079,Customer 0079,Corporate,Office Supplies,Notebook,West,Online,2,11.3,0.05,21.47,14.62,6.85
ORD-10768,2025-08-26,CUST-0216,Customer 0216,Home Office,Furniture,Desk,West,Online,1,245.68,0.05,233.4,145.98,87.42
ORD-10769,2024-03-10,CUST-0023,Customer 0023,Corporate,Electronics,Headphones,West,Retail Store,7,81.75,0.1,515.02,385.24,129.78
ORD-10770,2024-05-21,CUST-0259,Customer 0259,Home Office,Home & Kitchen,Cookware Set,East,Online,8,147.02,0.1,1058.54,637.39,421.15
ORD-10771,2025-01-31,CUST-0120,Customer 0120,Corporate,Home & Kitchen,Vacuum Cleaner,East,Marketplace,7,212.58,0.05,1413.66,1251.55,162.11
ORD-10772,2025-12-25,CUST-0013,Customer 0013,Consumer,Electronics,Smartphone,South,Marketplace,5,521.77,0.15,2217.52,1719.4,498.12
ORD-10773,2025-08-06,CUST-0268,Customer 0268,Home Office,Home & Kitchen,Blender,South,Online,4,75.06,0.1,270.22,150.39,119.83
ORD-10774,2024-09-08,CUST-0297,Customer 0297,Corporate,Office Supplies,Printer,North,Retail Store,8,305.78,0.0,2446.24,1865.01,581.23
ORD-10775,2025-03-23,CUST-0093,Customer 0093,Corporate,Electronics,Headphones,North,Online,7,88.63,0.0,620.41,410.14,210.27
ORD-10776,2024-10-19,CUST-0074,Customer 0074,Corporate,Electronics,Smartphone,South,Online,3,540.25,0.05,1539.71,929.95,609.76
ORD-10777,2024-07-04,CUST-0014,Customer 0014,Corporate,Home & Kitchen,Lamp,East,Retail Store,1,43.51,0.05,41.33,27.36,13.97
ORD-10778,2024-02-23,CUST-0104,Customer 0104,Home Office,Fashion,T-Shirt,West,Online,4,25.65,0.15,87.21,63.01,24.2
ORD-10779,2024-11-21,CUST-0238,Customer 0238,Consumer,Office Supplies,Notebook,North,Retail Store,7,11.94,0.0,83.58,57.89,25.69
ORD-10780,2024-09-09,CUST-0285,Customer 0285,Home Office,Home & Kitchen,Blender,South,Online,3,76.54,0.05,218.14,154.03,64.11
ORD-10781,2024-09-08,CUST-0276,Customer 0276,Corporate,Office Supplies,Printer,East,Marketplace,7,275.95,0.15,1641.9,903.62,738.28
ORD-10782,2024-03-02,CUST-0247,Customer 0247,Corporate,Furniture,Office Chair,South,Marketplace,5,138.79,0.15,589.86,464.81,125.05
ORD-10783,2024-02-16,CUST-0083,Customer 0083,Consumer,Home & Kitchen,Lamp,East,Retail Store,2,39.46,0.05,74.97,59.56,15.41
ORD-10784,2025-11-29,CUST-0176,Customer 0176,Corporate,Furniture,Bookshelf,East,Online,5,118.3,0.2,473.2,300.99,172.21
ORD-10785,2024-01-17,CUST-0069,Customer 0069,Home Office,Fashion,Jacket,South,Retail Store,1,89.37,0.15,75.96,65.74,10.22
ORD-10786,2025-02-06,CUST-0276,Customer 0276,Home Office,Home & Kitchen,Vacuum Cleaner,West,Marketplace,2,219.53,0.2,351.25,259.41,91.84
ORD-10787,2025-01-20,CUST-0308,Customer 0308,Home Office,Electronics,Headphones,North,Online,6,72.25,0.1,390.15,319.45,70.7
ORD-10788,2024-07-16,CUST-0228,Customer 0228,Home Office,Fashion,Jacket,East,Online,1,96.56,0.0,96.56,78.74,17.82
ORD-10789,2024-08-14,CUST-0120,Customer 0120,Home Office,Electronics,Headphones,South,Online,8,68.88,0.05,523.49,378.22,145.27
ORD-10790,2024-04-23,CUST-0143,Customer 0143,Home Office,Furniture,Sofa,South,Online,8,660.1,0.0,5280.8,4124.01,1156.79
ORD-10791,2024-03-07,CUST-0066,Customer 0066,Home Office,Home & Kitchen,Cookware Set,East,Online,5,154.93,0.15,658.45,565.18,93.27
ORD-10792,2025-11-28,CUST-0287,Customer 0287,Home Office,Electronics,Headphones,North,Retail Store,8,90.51,0.0,724.08,560.68,163.4
ORD-10793,2024-10-07,CUST-0063,Customer 0063,Home Office,Fashion,Sneakers,South,Online,8,105.43,0.1,759.1,619.17,139.93
ORD-10794,2025-06-29,CUST-0230,Customer 0230,Home Office,Office Supplies,Paper Pack,North,Marketplace,6,24.19,0.0,145.14,96.83,48.31
ORD-10795,2024-03-17,CUST-0128,Customer 0128,Home Office,Furniture,Sofa,North,Online,4,616.7,0.0,2466.8,1411.0,1055.8
ORD-10796,2024-01-25,CUST-0304,Customer 0304,Corporate,Fashion,Sneakers,North,Retail Store,6,101.66,0.05,579.46,414.75,164.71
ORD-10797,2024-03-15,CUST-0308,Customer 0308,Consumer,Home & Kitchen,Cookware Set,North,Online,8,145.26,0.0,1162.08,874.61,287.47
ORD-10798,2025-12-11,CUST-0034,Customer 0034,Corporate,Fashion,Jacket,West,Online,3,101.32,0.0,303.96,214.19,89.77
ORD-10799,2025-07-26,CUST-0027,Customer 0027,Corporate,Electronics,Laptop,South,Marketplace,5,727.88,0.1,3275.46,2509.18,766.28
ORD-10800,2025-04-09,CUST-0197,Customer 0197,Corporate,Home & Kitchen,Blender,North,Retail Store,8,83.55,0.1,601.56,461.23,140.33
ORD-10801,2025-08-24,CUST-0099,Customer 0099,Home Office,Home & Kitchen,Lamp,South,Marketplace,2,38.42,0.0,76.84,61.45,15.39
ORD-10802,2024-12-29,CUST-0216,Customer 0216,Consumer,Furniture,Bookshelf,North,Online,8,124.35,0.2,795.84,489.5,306.34
ORD-10803,2025-08-21,CUST-0224,Customer 0224,Consumer,Furniture,Bookshelf,South,Retail Store,6,123.01,0.05,701.16,518.44,182.72
ORD-10804,2024-10-25,CUST-0189,Customer 0189,Consumer,Office Supplies,Pen Set,South,Marketplace,1,18.47,0.15,15.7,12.36,3.34
ORD-10805,2025-03-08,CUST-0177,Customer 0177,Consumer,Home & Kitchen,Blender,East,Online,4,78.16,0.0,312.64,193.97,118.67
ORD-10806,2025-09-06,CUST-0170,Customer 0170,Consumer,Fashion,Sneakers,West,Online,6,103.39,0.15,527.29,350.66,176.63
ORD-10807,2024-01-04,CUST-0328,Customer 0328,Consumer,Fashion,Jeans,West,Marketplace,4,50.55,0.2,161.76,124.29,37.47
ORD-10808,2024-07-29,CUST-0205,Customer 0205,Consumer,Office Supplies,Paper Pack,North,Online,3,23.97,0.0,71.91,41.41,30.5
ORD-10809,2024-07-18,CUST-0324,Customer 0324,Corporate,Office Supplies,Paper Pack,South,Online,6,28.56,0.0,171.36,106.19,65.17
ORD-10810,2024-12-13,CUST-0284,Customer 0284,Corporate,Office Supplies,Printer,North,Online,4,254.46,0.0,1017.84,622.54,395.3
ORD-10811,2025-11-01,CUST-0057,Customer 0057,Corporate,Furniture,Sofa,South,Marketplace,6,611.99,0.0,3671.94,2328.2,1343.74
ORD-10812,2025-12-29,CUST-0034,Customer 0034,Consumer,Home & Kitchen,Vacuum Cleaner,South,Marketplace,2,234.11,0.0,468.22,278.96,189.26
ORD-10813,2024-11-21,CUST-0307,Customer 0307,Home Office,Fashion,Jacket,South,Marketplace,7,83.1,0.2,465.36,263.47,201.89
ORD-10814,2024-12-01,CUST-0127,Customer 0127,Home Office,Office Supplies,Printer,West,Online,1,304.83,0.2,243.86,208.62,35.24
ORD-10815,2025-11-10,CUST-0315,Customer 0315,Home Office,Electronics,Smartwatch,East,Retail Store,2,180.47,0.0,360.94,293.43,67.51
ORD-10816,2024-07-02,CUST-0165,Customer 0165,Corporate,Home & Kitchen,Vacuum Cleaner,West,Retail Store,6,222.25,0.15,1133.47,907.32,226.15
ORD-10817,2025-10-15,CUST-0299,Customer 0299,Consumer,Home & Kitchen,Vacuum Cleaner,West,Online,1,192.33,0.0,192.33,119.45,72.88
ORD-10818,2025-01-21,CUST-0293,Customer 0293,Consumer,Office Supplies,Paper Pack,East,Retail Store,3,23.16,0.05,66.01,38.26,27.75
ORD-10819,2024-08-23,CUST-0299,Customer 0299,Corporate,Home & Kitchen,Lamp,West,Retail Store,1,45.17,0.1,40.65,27.14,13.51
ORD-10820,2025-05-24,CUST-0163,Customer 0163,Corporate,Fashion,Jacket,North,Retail Store,5,77.17,0.1,347.27,244.68,102.59
ORD-10821,2025-05-28,CUST-0263,Customer 0263,Consumer,Electronics,Headphones,East,Online,2,90.24,0.05,171.46,100.21,71.25
ORD-10822,2024-12-07,CUST-0101,Customer 0101,Home Office,Home & Kitchen,Cookware Set,East,Online,6,131.71,0.05,750.75,627.21,123.54
ORD-10823,2025-07-10,CUST-0134,Customer 0134,Corporate,Home & Kitchen,Cookware Set,West,Marketplace,1,130.84,0.05,124.3,83.45,40.85
ORD-10824,2025-10-31,CUST-0263,Customer 0263,Consumer,Electronics,Smartwatch,West,Online,3,165.29,0.1,446.28,358.44,87.84
ORD-10825,2025-04-17,CUST-0175,Customer 0175,Home Office,Home & Kitchen,Vacuum Cleaner,West,Online,2,231.79,0.05,440.4,308.31,132.09
ORD-10826,2025-07-25,CUST-0016,Customer 0016,Home Office,Fashion,Sneakers,North,Retail Store,6,112.56,0.0,675.36,401.79,273.57
ORD-10827,2024-08-18,CUST-0215,Customer 0215,Home Office,Office Supplies,Pen Set,East,Retail Store,7,19.36,0.2,108.42,88.58,19.84
ORD-10828,2025-08-04,CUST-0017,Customer 0017,Home Office,Home & Kitchen,Blender,West,Retail Store,3,85.74,0.0,257.22,230.98,26.24
ORD-10829,2024-03-06,CUST-0274,Customer 0274,Corporate,Furniture,Sofa,East,Online,7,645.08,0.0,4515.56,3003.27,1512.29
ORD-10830,2025-11-22,CUST-0284,Customer 0284,Consumer,Furniture,Office Chair,South,Online,3,164.69,0.0,494.07,376.07,118.0
ORD-10831,2024-10-17,CUST-0106,Customer 0106,Consumer,Electronics,Smartwatch,East,Marketplace,4,188.62,0.05,716.76,411.77,304.99
ORD-10832,2024-11-30,CUST-0211,Customer 0211,Corporate,Electronics,Smartphone,West,Marketplace,7,573.44,0.0,4014.08,2389.17,1624.91
ORD-10833,2024-07-30,CUST-0067,Customer 0067,Corporate,Electronics,Smartwatch,South,Marketplace,4,176.34,0.05,670.09,534.99,135.1
ORD-10834,2025-08-24,CUST-0104,Customer 0104,Corporate,Home & Kitchen,Lamp,North,Retail Store,8,40.97,0.05,311.37,279.26,32.11
ORD-10835,2025-06-22,CUST-0169,Customer 0169,Consumer,Home & Kitchen,Cookware Set,East,Marketplace,8,138.43,0.1,996.7,561.82,434.88
ORD-10836,2025-12-18,CUST-0153,Customer 0153,Corporate,Fashion,Jacket,South,Online,7,98.73,0.15,587.44,497.82,89.62
ORD-10837,2025-04-13,CUST-0197,Customer 0197,Consumer,Home & Kitchen,Vacuum Cleaner,South,Online,3,214.32,0.2,514.37,353.75,160.62
ORD-10838,2025-11-13,CUST-0035,Customer 0035,Consumer,Office Supplies,Pen Set,East,Online,4,17.52,0.1,63.07,51.51,11.56
ORD-10839,2025-02-23,CUST-0231,Customer 0231,Consumer,Electronics,Headphones,North,Marketplace,3,72.98,0.05,207.99,117.64,90.35
ORD-10840,2024-12-17,CUST-0205,Customer 0205,Home Office,Fashion,Sneakers,South,Retail Store,4,94.75,0.1,341.1,217.52,123.58
ORD-10841,2025-04-17,CUST-0035,Customer 0035,Corporate,Fashion,Sneakers,South,Retail Store,2,115.18,0.15,195.81,156.6,39.21
ORD-10842,2024-06-23,CUST-0010,Customer 0010,Corporate,Office Supplies,Printer,South,Online,2,262.71,0.0,525.42,387.3,138.12
ORD-10843,2024-06-06,CUST-0226,Customer 0226,Home Office,Electronics,Headphones,South,Retail Store,6,73.2,0.0,439.2,246.85,192.35
ORD-10844,2025-02-03,CUST-0158,Customer 0158,Corporate,Electronics,Laptop,South,Online,8,772.1,0.0,6176.8,3502.45,2674.35
ORD-10845,2024-07-23,CUST-0047,Customer 0047,Consumer,Office Supplies,Printer,North,Online,1,240.35,0.1,216.31,120.07,96.24
ORD-10846,2024-06-20,CUST-0023,Customer 0023,Home Office,Electronics,Smartphone,South,Marketplace,7,441.15,0.15,2624.84,1744.2,880.64
ORD-10847,2025-03-14,CUST-0062,Customer 0062,Consumer,Furniture,Sofa,West,Marketplace,4,573.15,0.0,2292.6,1520.4,772.2
ORD-10848,2025-02-02,CUST-0109,Customer 0109,Home Office,Office Supplies,Notebook,East,Online,8,10.44,0.0,83.52,69.76,13.76
ORD-10849,2025-02-24,CUST-0155,Customer 0155,Home Office,Electronics,Smartphone,South,Retail Store,8,531.88,0.0,4255.04,3518.67,736.37
ORD-10850,2025-10-08,CUST-0199,Customer 0199,Home Office,Electronics,Headphones,East,Marketplace,3,72.21,0.05,205.8,168.06,37.74
ORD-10851,2024-12-09,CUST-0010,Customer 0010,Home Office,Fashion,T-Shirt,North,Online,8,25.08,0.1,180.58,146.2,34.38
ORD-10852,2024-11-12,CUST-0122,Customer 0122,Corporate,Electronics,Laptop,West,Retail Store,7,776.95,0.0,5438.65,3105.32,2333.33
ORD-10853,2025-01-19,CUST-0105,Customer 0105,Corporate,Furniture,Desk,East,Online,1,247.95,0.0,247.95,188.27,59.68
ORD-10854,2025-10-21,CUST-0021,Customer 0021,Consumer,Office Supplies,Pen Set,East,Retail Store,7,19.69,0.2,110.26,89.61,20.65
ORD-10855,2025-07-06,CUST-0028,Customer 0028,Corporate,Furniture,Desk,East,Online,4,232.95,0.2,745.44,468.03,277.41
ORD-10856,2024-03-07,CUST-0252,Customer 0252,Consumer,Fashion,T-Shirt,South,Online,2,21.64,0.0,43.28,38.83,4.45
ORD-10857,2024-08-29,CUST-0260,Customer 0260,Home Office,Furniture,Desk,South,Online,2,234.85,0.1,422.73,278.58,144.15
ORD-10858,2025-09-12,CUST-0128,Customer 0128,Consumer,Fashion,Jeans,East,Retail Store,5,56.26,0.05,267.24,237.5,29.74
ORD-10859,2025-02-11,CUST-0194,Customer 0194,Home Office,Electronics,Headphones,West,Online,3,78.59,0.1,212.19,154.23,57.96
ORD-10860,2025-01-25,CUST-0219,Customer 0219,Home Office,Fashion,T-Shirt,South,Retail Store,2,25.71,0.05,48.85,29.48,19.37
ORD-10861,2024-11-09,CUST-0233,Customer 0233,Corporate,Fashion,Sneakers,South,Marketplace,5,112.05,0.1,504.23,362.19,142.04
ORD-10862,2024-06-07,CUST-0098,Customer 0098,Corporate,Fashion,Jeans,West,Retail Store,1,60.97,0.0,60.97,49.12,11.85
ORD-10863,2025-01-17,CUST-0197,Customer 0197,Corporate,Fashion,Sneakers,North,Online,8,114.65,0.05,871.34,658.65,212.69
ORD-10864,2024-07-17,CUST-0224,Customer 0224,Home Office,Fashion,Jeans,East,Marketplace,5,52.5,0.2,210.0,167.62,42.38
ORD-10865,2025-03-10,CUST-0127,Customer 0127,Home Office,Electronics,Smartwatch,North,Marketplace,4,154.86,0.1,557.5,465.29,92.21
ORD-10866,2025-09-11,CUST-0234,Customer 0234,Home Office,Furniture,Bookshelf,South,Online,3,110.91,0.05,316.09,237.83,78.26
ORD-10867,2025-10-21,CUST-0197,Customer 0197,Home Office,Electronics,Laptop,South,Retail Store,7,769.39,0.2,4308.58,3728.42,580.16
ORD-10868,2024-09-15,CUST-0155,Customer 0155,Home Office,Furniture,Sofa,North,Online,7,612.56,0.15,3644.73,2529.67,1115.06
ORD-10869,2024-05-26,CUST-0138,Customer 0138,Consumer,Home & Kitchen,Lamp,West,Online,4,43.62,0.2,139.58,91.82,47.76
ORD-10870,2025-12-14,CUST-0214,Customer 0214,Consumer,Electronics,Laptop,East,Online,7,702.38,0.2,3933.33,2756.6,1176.73
ORD-10871,2025-05-13,CUST-0094,Customer 0094,Consumer,Furniture,Desk,North,Marketplace,2,224.43,0.1,403.97,252.24,151.73
ORD-10872,2024-09-22,CUST-0210,Customer 0210,Home Office,Furniture,Desk,South,Online,8,247.26,0.2,1582.46,930.83,651.63
ORD-10873,2025-01-21,CUST-0064,Customer 0064,Corporate,Office Supplies,Notebook,West,Marketplace,5,11.43,0.0,57.15,43.15,14.0
ORD-10874,2024-03-03,CUST-0137,Customer 0137,Consumer,Electronics,Laptop,South,Marketplace,1,768.55,0.2,614.84,550.69,64.15
ORD-10875,2025-09-09,CUST-0267,Customer 0267,Corporate,Electronics,Smartwatch,East,Retail Store,5,178.55,0.1,803.48,536.69,266.79
ORD-10876,2024-09-02,CUST-0185,Customer 0185,Corporate,Office Supplies,Pen Set,North,Online,7,18.6,0.1,117.18,104.45,12.73
ORD-10877,2024-05-22,CUST-0014,Customer 0014,Consumer,Fashion,Sneakers,East,Retail Store,2,102.72,0.15,174.62,138.78,35.84
ORD-10878,2025-06-11,CUST-0212,Customer 0212,Corporate,Home & Kitchen,Vacuum Cleaner,North,Marketplace,4,240.63,0.0,962.52,851.97,110.55
ORD-10879,2024-11-29,CUST-0348,Customer 0348,Home Office,Office Supplies,Notebook,North,Retail Store,8,12.38,0.0,99.04,68.34,30.7
ORD-10880,2025-11-05,CUST-0052,Customer 0052,Home Office,Fashion,Sneakers,North,Online,7,113.54,0.05,755.04,603.41,151.63
ORD-10881,2024-11-04,CUST-0345,Customer 0345,Corporate,Fashion,T-Shirt,South,Online,8,27.97,0.0,223.76,197.86,25.9
ORD-10882,2025-11-06,CUST-0046,Customer 0046,Corporate,Furniture,Desk,West,Retail Store,2,252.56,0.1,454.61,254.69,199.92
ORD-10883,2025-11-12,CUST-0244,Customer 0244,Home Office,Furniture,Bookshelf,West,Online,2,106.89,0.2,171.02,126.06,44.96
ORD-10884,2025-08-12,CUST-0308,Customer 0308,Home Office,Office Supplies,Printer,West,Marketplace,2,266.83,0.2,426.93,370.81,56.12
ORD-10885,2024-08-26,CUST-0115,Customer 0115,Corporate,Home & Kitchen,Vacuum Cleaner,South,Marketplace,5,196.83,0.0,984.15,579.65,404.5
ORD-10886,2024-05-10,CUST-0161,Customer 0161,Home Office,Electronics,Headphones,South,Retail Store,7,85.69,0.15,509.86,335.89,173.97
ORD-10887,2025-01-08,CUST-0348,Customer 0348,Consumer,Fashion,Jacket,West,Online,3,94.42,0.15,240.77,182.21,58.56
ORD-10888,2024-11-19,CUST-0075,Customer 0075,Home Office,Home & Kitchen,Vacuum Cleaner,East,Online,5,209.99,0.0,1049.95,744.97,304.98
ORD-10889,2024-11-12,CUST-0258,Customer 0258,Corporate,Electronics,Headphones,South,Retail Store,2,91.92,0.05,174.65,139.25,35.4
ORD-10890,2024-03-01,CUST-0171,Customer 0171,Consumer,Office Supplies,Paper Pack,North,Online,3,22.83,0.2,54.79,44.18,10.61
ORD-10891,2024-11-02,CUST-0338,Customer 0338,Home Office,Fashion,Sneakers,West,Retail Store,3,111.58,0.0,334.74,223.64,111.1
ORD-10892,2024-03-14,CUST-0271,Customer 0271,Home Office,Fashion,Sneakers,West,Online,5,116.48,0.05,553.28,342.08,211.2
ORD-10893,2025-08-17,CUST-0028,Customer 0028,Corporate,Furniture,Bookshelf,West,Retail Store,5,125.57,0.1,565.06,424.93,140.13
ORD-10894,2024-08-11,CUST-0101,Customer 0101,Home Office,Furniture,Desk,South,Retail Store,1,234.91,0.05,223.16,167.7,55.46
ORD-10895,2024-02-27,CUST-0050,Customer 0050,Home Office,Fashion,Jeans,East,Marketplace,6,49.71,0.1,268.43,152.57,115.86
ORD-10896,2025-10-04,CUST-0207,Customer 0207,Corporate,Fashion,Jeans,South,Marketplace,4,48.71,0.0,194.84,134.21,60.63
ORD-10897,2025-04-19,CUST-0333,Customer 0333,Consumer,Fashion,T-Shirt,North,Online,7,25.99,0.05,172.83,121.98,50.85
ORD-10898,2025-05-15,CUST-0329,Customer 0329,Corporate,Electronics,Laptop,East,Marketplace,4,769.54,0.0,3078.16,2756.71,321.45
ORD-10899,2025-01-28,CUST-0248,Customer 0248,Consumer,Electronics,Smartphone,South,Retail Store,7,510.71,0.05,3396.22,1986.12,1410.1
ORD-10900,2025-07-23,CUST-0275,Customer 0275,Home Office,Electronics,Smartwatch,North,Online,8,181.02,0.0,1448.16,1092.86,355.3
ORD-10901,2025-09-05,CUST-0093,Customer 0093,Consumer,Electronics,Smartphone,South,Marketplace,1,492.08,0.15,418.27,276.06,142.21
ORD-10902,2024-03-30,CUST-0288,Customer 0288,Corporate,Furniture,Desk,East,Marketplace,5,192.58,0.0,962.9,571.63,391.27
ORD-10903,2025-11-04,CUST-0001,Customer 0001,Corporate,Furniture,Sofa,West,Online,4,561.5,0.05,2133.7,1879.85,253.85
ORD-10904,2025-12-12,CUST-0161,Customer 0161,Consumer,Home & Kitchen,Vacuum Cleaner,North,Online,6,212.41,0.15,1083.29,675.37,407.92
ORD-10905,2024-05-25,CUST-0154,Customer 0154,Corporate,Electronics,Smartphone,East,Online,4,515.32,0.0,2061.28,1289.57,771.71
ORD-10906,2024-03-17,CUST-0282,Customer 0282,Corporate,Home & Kitchen,Vacuum Cleaner,West,Online,5,202.55,0.05,962.11,833.46,128.65
ORD-10907,2025-12-12,CUST-0074,Customer 0074,Home Office,Office Supplies,Paper Pack,South,Marketplace,4,25.97,0.0,103.88,66.93,36.95
ORD-10908,2025-03-05,CUST-0079,Customer 0079,Consumer,Office Supplies,Printer,North,Retail Store,6,269.83,0.1,1457.08,1293.02,164.06
ORD-10909,2025-12-01,CUST-0281,Customer 0281,Corporate,Electronics,Laptop,East,Online,7,711.61,0.0,4981.27,2894.82,2086.45
ORD-10910,2024-01-11,CUST-0051,Customer 0051,Consumer,Furniture,Bookshelf,South,Marketplace,7,115.63,0.0,809.41,474.92,334.49
ORD-10911,2024-04-07,CUST-0271,Customer 0271,Corporate,Office Supplies,Paper Pack,North,Online,6,25.54,0.2,122.59,79.52,43.07
ORD-10912,2025-02-02,CUST-0093,Customer 0093,Home Office,Furniture,Bookshelf,West,Retail Store,6,126.4,0.2,606.72,501.19,105.53
ORD-10913,2024-09-22,CUST-0005,Customer 0005,Home Office,Home & Kitchen,Cookware Set,East,Online,3,124.31,0.2,298.34,203.64,94.7
ORD-10914,2025-11-25,CUST-0312,Customer 0312,Corporate,Office Supplies,Printer,West,Marketplace,7,276.45,0.2,1548.12,1089.31,458.81
ORD-10915,2025-03-14,CUST-0267,Customer 0267,Corporate,Office Supplies,Pen Set,West,Retail Store,4,18.73,0.05,71.17,41.31,29.86
ORD-10916,2024-03-19,CUST-0123,Customer 0123,Corporate,Electronics,Laptop,West,Online,2,766.95,0.0,1533.9,889.06,644.84
ORD-10917,2025-05-06,CUST-0255,Customer 0255,Home Office,Fashion,Jeans,North,Marketplace,2,46.98,0.1,84.56,52.14,32.42
ORD-10918,2024-09-07,CUST-0339,Customer 0339,Home Office,Fashion,Jacket,South,Online,1,88.61,0.15,75.32,45.87,29.45
ORD-10919,2024-05-16,CUST-0264,Customer 0264,Corporate,Electronics,Headphones,North,Retail Store,6,78.15,0.0,468.9,320.11,148.79
ORD-10920,2024-10-24,CUST-0154,Customer 0154,Home Office,Furniture,Office Chair,West,Online,8,139.41,0.05,1059.52,583.56,475.96
ORD-10921,2025-04-19,CUST-0317,Customer 0317,Corporate,Office Supplies,Notebook,East,Retail Store,8,11.48,0.0,91.84,70.3,21.54
ORD-10922,2024-12-24,CUST-0096,Customer 0096,Consumer,Electronics,Laptop,North,Marketplace,7,639.49,0.05,4252.61,2980.15,1272.46
ORD-10923,2025-02-24,CUST-0064,Customer 0064,Consumer,Home & Kitchen,Cookware Set,West,Retail Store,8,125.54,0.0,1004.32,783.19,221.13
ORD-10924,2025-01-08,CUST-0220,Customer 0220,Corporate,Office Supplies,Pen Set,West,Online,3,19.68,0.15,50.18,29.51,20.67
ORD-10925,2025-03-20,CUST-0003,Customer 0003,Consumer,Furniture,Bookshelf,South,Retail Store,6,109.14,0.2,523.87,322.89,200.98
ORD-10926,2024-02-02,CUST-0083,Customer 0083,Consumer,Fashion,Jacket,West,Retail Store,4,102.41,0.1,368.68,329.61,39.07
ORD-10927,2025-11-29,CUST-0066,Customer 0066,Corporate,Home & Kitchen,Vacuum Cleaner,South,Online,6,210.12,0.1,1134.65,990.83,143.82
ORD-10928,2024-05-09,CUST-0080,Customer 0080,Consumer,Electronics,Laptop,East,Retail Store,6,640.57,0.15,3266.91,2579.4,687.51
ORD-10929,2025-03-20,CUST-0246,Customer 0246,Consumer,Home & Kitchen,Blender,South,Marketplace,5,74.68,0.05,354.73,289.57,65.16
ORD-10930,2024-09-12,CUST-0144,Customer 0144,Corporate,Home & Kitchen,Cookware Set,South,Retail Store,2,160.76,0.05,305.44,194.44,111.0
ORD-10931,2024-07-12,CUST-0303,Customer 0303,Corporate,Electronics,Smartphone,South,Online,3,443.07,0.0,1329.21,917.75,411.46
ORD-10932,2025-09-23,CUST-0103,Customer 0103,Home Office,Fashion,T-Shirt,South,Online,2,24.1,0.0,48.2,35.37,12.83
ORD-10933,2025-05-05,CUST-0032,Customer 0032,Corporate,Office Supplies,Paper Pack,East,Retail Store,7,21.64,0.2,121.18,71.32,49.86
ORD-10934,2024-11-23,CUST-0025,Customer 0025,Corporate,Fashion,Jeans,South,Retail Store,3,46.76,0.0,140.28,109.58,30.7
ORD-10935,2025-09-13,CUST-0052,Customer 0052,Corporate,Fashion,Jacket,East,Online,7,83.31,0.0,583.17,421.02,162.15
ORD-10936,2025-11-30,CUST-0283,Customer 0283,Home Office,Electronics,Laptop,East,Online,3,718.63,0.05,2048.1,1707.12,340.98
ORD-10937,2025-08-21,CUST-0197,Customer 0197,Consumer,Office Supplies,Printer,North,Marketplace,2,248.96,0.0,497.92,403.27,94.65
ORD-10938,2025-12-22,CUST-0229,Customer 0229,Corporate,Furniture,Desk,West,Online,2,249.16,0.0,498.32,382.04,116.28
ORD-10939,2024-02-14,CUST-0066,Customer 0066,Home Office,Home & Kitchen,Cookware Set,East,Retail Store,4,142.12,0.1,511.63,326.62,185.01
ORD-10940,2025-03-22,CUST-0035,Customer 0035,Consumer,Fashion,T-Shirt,South,Marketplace,8,25.18,0.1,181.3,160.15,21.15
ORD-10941,2024-10-23,CUST-0024,Customer 0024,Corporate,Office Supplies,Printer,North,Online,1,253.98,0.2,203.18,169.67,33.51
ORD-10942,2025-07-29,CUST-0200,Customer 0200,Consumer,Fashion,Sneakers,South,Marketplace,7,102.46,0.15,609.64,374.58,235.06
ORD-10943,2025-05-30,CUST-0269,Customer 0269,Corporate,Electronics,Smartwatch,North,Online,5,199.03,0.05,945.39,618.03,327.36
ORD-10944,2025-06-30,CUST-0122,Customer 0122,Corporate,Furniture,Office Chair,South,Retail Store,5,156.28,0.0,781.4,687.41,93.99
ORD-10945,2024-08-03,CUST-0274,Customer 0274,Corporate,Electronics,Smartphone,East,Online,2,522.3,0.0,1044.6,805.85,238.75
ORD-10946,2024-05-16,CUST-0210,Customer 0210,Consumer,Home & Kitchen,Lamp,East,Online,5,51.55,0.05,244.86,188.32,56.54
